listing-location,price,bed,bath,listing-floorarea,harga_permeter_persegi,price_formatted,district,sub-district,area
"Ciputat, Tangerang Selatan, Banten",4500000000.0,4.0,3.0,180.0,22500000.0,"4,500,000,000",Ciputat,Ciputat,
"Kebayoran, Bintaro, Tangerang Selatan, Banten",4250000000.0,4.0,4.0,250.0,27777778.0,"4,250,000,000",,Bintaro,Bintaro
"Blok GH, Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,3.0,227.0,13681592.0,"5,500,000,000",,Bintaro,Bintaro
"River Park, Bintaro, Tangerang Selatan, Banten",5950000000.0,5.0,4.0,396.0,27546296.0,"5,950,000,000",,Bintaro,Bintaro
"Taman Bintaro, Bintaro, Tangerang Selatan, Banten",5500000000.0,6.0,4.0,225.0,24017467.0,"5,500,000,000",,Bintaro,Bintaro
"Gading Serpong, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,202.0,34285714.0,"3,600,000,000",Serpong,Serpong,Gading Serpong
"Gading Serpong, Tangerang Selatan, Banten",2100000000.0,4.0,3.0,120.0,16406250.0,"2,100,000,000",Serpong,Serpong,Gading Serpong
"Puspita Loka BSD City, BSD, Tangerang Selatan, Banten",4900000000.0,4.0,4.0,350.0,17818182.0,"4,900,000,000",,,BSD
"Serpong, Tangerang Selatan, Banten",2550000000.0,4.0,4.0,124.0,20238095.0,"2,550,000,000",Serpong,Serpong,Serpong
"Villa Melati Mas, Tangerang Selatan, Serpong Utara, Tangerang Selatan, Banten",2250000000.0,4.5,3.5,136.0,8620690.0,"2,250,000,000",Serpong,Serpong Utara,Serpong
"Villa Melati Mas, Tangerang Selatan, Serpong Utara, Tangerang Selatan, Banten",4900000000.0,5.0,3.0,411.0,11922141.0,"4,900,000,000",Serpong,Serpong Utara,Serpong
"BSD, Tangerang Selatan, Banten",6700000000.0,4.0,4.0,275.0,43790850.0,"6,700,000,000",,,BSD
"Gading Serpong, Tangerang Selatan, Banten",1900000000.0,5.0,3.0,160.0,15966387.0,"1,900,000,000",Serpong,Serpong,Gading Serpong
"BSD, Tangerang Selatan, Banten",6500000000.0,4.0,4.0,210.0,24621212.0,"6,500,000,000",,,BSD
"Serpong, Tangerang Selatan, Banten",2700000000.0,4.0,2.0,170.0,12053571.0,"2,700,000,000",Serpong,Serpong,Serpong
"Serpong Utara, Tangerang Selatan, Banten",1000000000.0,2.0,1.0,46.0,8695652.0,"1,000,000,000",Serpong,Serpong Utara,Serpong
"BSD, Tangerang Selatan, Banten",8700000000.0,6.0,6.0,285.0,39545455.0,"8,700,000,000",,,BSD
"Delatinos, BSD, Tangerang Selatan, Banten",3800000000.0,4.0,4.0,264.0,14785992.0,"3,800,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2000000000.0,4.0,3.0,150.0,11173184.0,"2,000,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",3400000000.0,4.0,3.0,160.0,13600000.0,"3,400,000,000",,,BSD
"Alam Sutera, Alam Sutera, Tangerang Selatan, Banten",7670000000.0,5.0,5.0,540.0,33347826.0,"7,670,000,000",,,Alam Sutera
"Bintaro, Tangerang Selatan, Banten",2500000000.0,4.0,3.0,150.0,20833333.0,"2,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1900000000.0,3.0,3.0,120.0,21111111.0,"1,900,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1900000000.0,4.0,3.0,115.0,26760563.0,"1,900,000,000",Pondok Aren,Pondok Aren,
"Pondok Aren, Tangerang Selatan, Banten",2100000000.0,2.0,2.0,90.0,17500000.0,"2,100,000,000",Pondok Aren,Pondok Aren,
"Pamulang, Pamulang, Tangerang Selatan, Banten",500000000.0,2.0,1.0,40.0,7575758.0,"500,000,000",Pamulang,,Pamulang
"Setu serpong tangerang selatan, Serpong, Tangerang Selatan, Banten",900000000.0,2.0,2.0,58.0,10714286.0,"900,000,000",Serpong,Serpong,Serpong
"Ciputat, Ciputat, Tangerang Selatan, Banten",3100000000.0,6.0,5.0,285.0,14351852.0,"3,100,000,000",Ciputat,Ciputat,
"Discovery Eola, Bintaro, Tangerang Selatan, Banten",3950000000.0,4.0,4.0,180.0,29259259.0,"3,950,000,000",,Bintaro,Bintaro
"Jl. Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",1550000000.0,3.0,3.0,160.0,18023256.0,"1,550,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",450000000.0,2.0,1.0,36.0,7500000.0,"450,000,000",Pamulang,,Pamulang
"Bintaro Jaya Sektor 9 - Kasturi Bintaro, Bintaro, Tangerang Selatan, Banten",3200000000.0,4.0,4.0,250.0,14883721.0,"3,200,000,000",,Bintaro,Bintaro
"jl. Scientia Boulevard Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",3100000000.0,4.0,3.0,161.0,32291667.0,"3,100,000,000",Serpong,Serpong,Gading Serpong
"Cluster Strozzi Symphonia Gading Serpong, Serpong, Tangerang Selatan, Banten",2755000000.0,3.0,3.0,144.0,32797619.0,"2,755,000,000",Serpong,Serpong,Gading Serpong
"Boulevard Gading Serpong cluster Strozzi, Gading Serpong, Tangerang Selatan, Banten",2400580000.0,3.0,2.0,92.0,28578333.0,"2,400,580,000",Serpong,Serpong,Gading Serpong
"Cluster Strozzi jl. Scientia Boulevard, Serpong, Tangerang Selatan, Banten",2700000000.0,3.0,2.0,105.0,28125000.0,"2,700,000,000",Serpong,Serpong,Serpong
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3300000000.0,4.0,3.0,200.0,15137615.0,"3,300,000,000",,Bintaro,Bintaro
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3500000000.0,4.0,3.0,135.0,29166667.0,"3,500,000,000",,Bintaro,Bintaro
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3300000000.0,4.0,3.0,210.0,18539326.0,"3,300,000,000",,Bintaro,Bintaro
"Pondok Ranji, Ciputat, Ciputat, Tangerang Selatan, Banten",3500000000.0,5.0,3.0,450.0,10937500.0,"3,500,000,000",Ciputat,Ciputat,
"Cluster Strozzi, jl. Scientia Boulevard, Gading Serpong, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,92.0,28571429.0,"2,400,000,000",Serpong,Serpong,Gading Serpong
"sektor 6A gading serpong, Serpong, Tangerang Selatan, Banten",900000000.0,2.0,1.0,72.0,12500000.0,"900,000,000",Serpong,Serpong,Gading Serpong
"Bsd, Serpong, tangsel dekat stasiun rawa buntu, Pondok Aren, Tangerang Selatan, Banten",900000000.0,3.0,2.0,55.0,12162162.0,"900,000,000",Pondok Aren,Pondok Aren,BSD
"BSD, Tangerang Selatan, Banten",1100000000.0,3.0,2.0,69.0,18333333.0,"1,100,000,000",,,BSD
"Bsd, Serpong, tangsel dekat stasiun rawa buntu, BSD, Tangerang Selatan, Banten",900000000.0,3.0,2.0,55.0,12162162.0,"900,000,000",Serpong,Serpong,BSD
"Ciputat, Tangerang Selatan, Banten",2800000000.0,4.0,4.0,200.0,20740741.0,"2,800,000,000",Ciputat,Ciputat,
"Bsd, Serpong, tangsel dekat stasiun rawa buntu, Ciputat, Tangerang Selatan, Banten",900000000.0,3.0,2.0,55.0,12162162.0,"900,000,000",Ciputat,Ciputat,BSD
"Bukit Nusa Indah, Ciputat, Tangerang Selatan, Banten",1500000000.0,2.0,2.0,100.0,11029412.0,"1,500,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",1200000000.0,2.0,2.0,85.0,20000000.0,"1,200,000,000",Pamulang,,Pamulang
"Vila Dago, Pamulang, Tangerang Selatan, Banten",925000000.0,3.0,2.0,70.0,9840426.0,"925,000,000",Pamulang,,Pamulang
"Ciputat, Tangerang Selatan, Banten",1500000000.0,3.0,3.0,164.0,16666667.0,"1,500,000,000",Ciputat,Ciputat,
"Jalan bakti, Pamulang, Tangerang Selatan, Banten",1490000000.0,3.0,2.0,73.0,17325581.0,"1,490,000,000",Pamulang,,Pamulang
"Pondok Aren, Tangerang Selatan, Banten",2599000000.0,4.0,3.0,200.0,14438889.0,"2,599,000,000",Pondok Aren,Pondok Aren,
"Jln. Boulevard Raya Bintaro Jaya Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2980000000.0,5.0,4.0,162.0,22074074.0,"2,980,000,000",,Bintaro,Bintaro
"Discovery Residence Jalan Boulevard Raya Bintaro, Bintaro, Tangerang Selatan, Banten",2980500000.0,5.0,4.0,162.0,22077778.0,"2,980,500,000",,Bintaro,Bintaro
"Sektor 7 Bintaro Jaya Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2985000000.0,5.0,4.0,162.0,22111111.0,"2,985,000,000",,Bintaro,Bintaro
"Sektor 7 Bintaro Jaya Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2980000000.0,5.0,4.0,162.0,22074074.0,"2,980,000,000",,Bintaro,Bintaro
"Taman Giriloka BSD City, BSD, Tangerang Selatan, Banten",11000000000.0,6.0,5.0,400.0,19538188.0,"11,000,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",6000000000.0,3.0,3.0,248.0,35294118.0,"6,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1000000000.0,3.0,2.0,72.0,16666667.0,"1,000,000,000",,Bintaro,Bintaro
"Pamulang, Tangerang Selatan, Banten",1600000000.0,3.0,3.0,126.0,22222222.0,"1,600,000,000",Pamulang,,Pamulang
"Pamulang, Tangerang Selatan, Banten",1400000000.0,3.0,3.0,64.0,15053763.0,"1,400,000,000",Pamulang,,Pamulang
"Ciputat, Tangerang Selatan, Banten",1400000000.0,3.0,2.0,72.0,23333333.0,"1,400,000,000",Ciputat,Ciputat,
"Pamulang, Tangerang Selatan, Banten",1600000000.0,4.0,3.0,80.0,26666667.0,"1,600,000,000",Pamulang,,Pamulang
"Pamulang, Tangerang Selatan, Banten",1600000000.0,3.0,3.0,125.0,19047619.0,"1,600,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",6500000000.0,5.0,4.0,450.0,18055556.0,"6,500,000,000",,Bintaro,Bintaro
"Jl graha raya bintaro jaya, Bintaro, Tangerang Selatan, Banten",2000000000.0,4.0,3.0,150.0,23809524.0,"2,000,000,000",,Bintaro,Bintaro
"Arya putra, Ciputat, Tangerang Selatan, Banten",1550000000.0,4.0,2.0,180.0,12916667.0,"1,550,000,000",Ciputat,Ciputat,
"BSD, Tangerang Selatan, Banten",1850000000.0,3.0,2.0,91.0,22023810.0,"1,850,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",18000000000.0,5.0,5.0,650.0,17946162.0,"18,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2000000000.0,4.0,3.0,150.0,11173184.0,"2,000,000,000",,Bintaro,Bintaro
"Alam Sutera, Tangerang Selatan, Banten",12500000000.0,6.0,5.0,500.0,35714286.0,"12,500,000,000",,,Alam Sutera
"Pondok Aren, Tangerang Selatan, Banten",825000000.0,3.0,2.0,110.0,9166667.0,"825,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",4900000000.0,3.0,4.0,220.0,24019608.0,"4,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1590000000.0,2.0,1.0,33.0,16562500.0,"1,590,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3200000000.0,4.0,3.0,150.0,23703704.0,"3,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3800000000.0,5.0,6.0,250.0,21111111.0,"3,800,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2200000000.0,5.0,3.0,180.0,18333333.0,"2,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",8500000000.0,4.0,4.0,300.0,14166667.0,"8,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",7800000000.0,6.0,8.0,600.0,26000000.0,"7,800,000,000",,Bintaro,Bintaro
"Alam Sutera, Tangerang Selatan, Banten",1400000000.0,2.0,2.0,86.0,13725490.0,"1,400,000,000",,,Alam Sutera
"Bintaro, Tangerang Selatan, Banten",4850000000.0,5.0,4.0,185.0,24871795.0,"4,850,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1550000000.0,3.0,2.0,150.0,17222222.0,"1,550,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1550000000.0,3.0,3.0,90.0,18452381.0,"1,550,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,6.0,6.0,234.0,15714286.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1700000000.0,4.0,2.0,120.0,18888889.0,"1,700,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",7400000000.0,4.0,3.0,600.0,14230769.0,"7,400,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,208.0,19230769.0,"2,000,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,110.0,26515152.0,"3,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1799000000.0,3.0,3.0,73.0,29983333.0,"1,799,000,000",,Bintaro,Bintaro
"Symphonia, Gading Serpong, Tangerang Selatan, Banten",2700000000.0,3.0,3.0,161.0,28125000.0,"2,700,000,000",Serpong,Serpong,Gading Serpong
"Bintaro, Bintaro, Tangerang Selatan, Banten",5500000000.0,4.0,3.0,400.0,29729730.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,3.0,3.0,400.0,24122807.0,"5,500,000,000",,Bintaro,Bintaro
"Jalan Bulak Wangi, Pamulang, Tangerang Selatan, Banten",1400000000.0,3.0,2.0,105.0,18918919.0,"1,400,000,000",Pamulang,,Pamulang
"Bintaro, Tangerang Selatan, Banten",2200000000.0,5.0,3.0,125.0,22916667.0,"2,200,000,000",,Bintaro,Bintaro
"Golf BSD, BSD, Tangerang Selatan, Banten",25500000000.0,5.0,4.0,1046.0,31835206.0,"25,500,000,000",,,BSD
"Jln Pondok Aren, Bintaro, Tangerang Selatan, Banten",1100000000.0,3.0,2.0,95.0,18333333.0,"1,100,000,000",Pondok Aren,Pondok Aren,Bintaro
"Serpong, Tangerang Selatan, Banten",1450000000.0,3.0,3.0,100.0,10357143.0,"1,450,000,000",Serpong,Serpong,Serpong
"Serpong, Tangerang Selatan, Banten",1350000000.0,2.0,2.0,69.0,10305344.0,"1,350,000,000",Serpong,Serpong,Serpong
"Serpong, Tangerang Selatan, Banten",1250000000.0,2.0,2.0,70.0,13020833.0,"1,250,000,000",Serpong,Serpong,Serpong
"Serpong, Tangerang Selatan, Banten",1800000000.0,5.0,4.0,170.0,15000000.0,"1,800,000,000",Serpong,Serpong,Serpong
". Jl. Lengkong Wetan, Lengkong Karya, Serpong, Serpong, Tangerang Selatan, Banten",1250000000.0,3.0,2.0,65.0,11904762.0,"1,250,000,000",Serpong,Serpong,Serpong
"BSD, Tangerang Selatan, Banten",3200000000.0,5.0,6.0,195.0,20000000.0,"3,200,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2950000000.0,5.0,4.0,200.0,20486111.0,"2,950,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1900000000.0,3.0,2.0,120.0,13103448.0,"1,900,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",2950000000.0,5.0,4.0,240.0,21532847.0,"2,950,000,000",,,BSD
"Jalan kebon kopi, Pamulang, Tangerang Selatan, Banten",600000000.0,3.0,3.0,66.0,7500000.0,"600,000,000",Pamulang,,Pamulang
"BSD, Tangerang Selatan, Banten",2700000000.0,5.0,4.0,176.0,20454545.0,"2,700,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",1650000000.0,2.0,1.0,58.0,12222222.0,"1,650,000,000",,,BSD
"BSD, Tangerang Selatan, Banten",4500000000.0,5.0,6.0,300.0,22500000.0,"4,500,000,000",,,BSD
"Pondok Benda Pamulang Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",780000000.0,3.0,2.0,60.0,13000000.0,"780,000,000",Pamulang,Benda,Pamulang
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",1580000000.0,4.0,5.0,120.0,17555556.0,"1,580,000,000",Serpong,Lengkong Gudang,Serpong
"Bintaro, Tangerang Selatan, Banten",8250000000.0,5.0,5.0,283.0,33266129.0,"8,250,000,000",,Bintaro,Bintaro
"Pondok Benda pamulang Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",780000000.0,3.0,2.0,60.0,13000000.0,"780,000,000",Pamulang,Benda,Pamulang
"Bintaro, Tangerang Selatan, Banten",2000000000.0,5.0,3.0,300.0,16666667.0,"2,000,000,000",,Bintaro,Bintaro
"bintaro sektor 5, Bintaro, Tangerang Selatan, Banten",2600000000.0,2.0,3.0,110.0,21666667.0,"2,600,000,000",,Bintaro,Bintaro
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2300000000.0,2.0,2.0,75.0,23958333.0,"2,300,000,000",,Bintaro,Bintaro
"sawah baru, Bintaro, Tangerang Selatan, Banten",1350000000.0,2.0,1.0,33.0,22500000.0,"1,350,000,000",,Bintaro,Bintaro
"BINTARO SEKTOR 9, Bintaro, Tangerang Selatan, Banten",3150000000.0,3.0,3.0,120.0,30000000.0,"3,150,000,000",,Bintaro,Bintaro
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",6400000000.0,5.0,4.0,300.0,26556017.0,"6,400,000,000",,Bintaro,Bintaro
"Jalan Pepaya, Ciputat Timur, Tangerang Selatan, Banten",1966500000.0,3.0,3.0,95.0,31717742.0,"1,966,500,000",Ciputat,Ciputat,
"Jalan Pluto Dalam, Ciputat Timur, Tangerang Selatan, Banten",2150000000.0,5.0,5.0,120.0,16929134.0,"2,150,000,000",Ciputat,Ciputat,
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",6700000000.0,5.0,3.0,400.0,19705882.0,"6,700,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,5.0,3.0,300.0,13924051.0,"5,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",2350000000.0,3.0,2.0,84.0,32638889.0,"2,350,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4500000000.0,4.0,5.0,260.0,29411765.0,"4,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4500000000.0,4.0,3.0,180.0,30000000.0,"4,500,000,000",,Bintaro,Bintaro
"Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",1600000000.0,2.0,2.0,120.0,17777778.0,"1,600,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",5700000000.0,5.0,5.0,450.0,19000000.0,"5,700,000,000",,Bintaro,Bintaro
"sawah baru, Bintaro, Tangerang Selatan, Banten",1350000000.0,2.0,1.0,33.0,22500000.0,"1,350,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4400000000.0,4.0,3.0,250.0,20370370.0,"4,400,000,000",,Bintaro,Bintaro
"River Park Bintaro, Bintaro, Tangerang Selatan, Banten",5900000000.0,4.0,3.0,330.0,23137255.0,"5,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",13900000000.0,6.0,4.0,650.0,25981308.0,"13,900,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",6200000000.0,4.0,5.0,400.0,23048327.0,"6,200,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",7200000000.0,6.0,6.0,460.0,16551724.0,"7,200,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1500000000.0,2.0,2.0,88.0,20000000.0,"1,500,000,000",Pondok Aren,Pondok Aren,
"Navapark - Lancewood Drive, BSD, Tangerang Selatan, Banten",9200000000.0,3.0,4.0,285.0,41818182.0,"9,200,000,000",,,BSD
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",1750000000.0,4.0,3.0,110.0,18229167.0,"1,750,000,000",,Bintaro,Bintaro
"Jl Haji Risin, Serpong Utara, Tangerang Selatan, Banten",1950000000.0,4.0,3.0,120.0,24375000.0,"1,950,000,000",Serpong,Serpong Utara,Serpong
"Bintaro, Tangerang Selatan, Banten",3600000000.0,4.0,3.0,220.0,20571429.0,"3,600,000,000",,Bintaro,Bintaro
"Nusaloka Bsd, BSD, Tangerang Selatan, Banten",2750000000.0,4.0,3.0,190.0,24553571.0,"2,750,000,000",,,BSD
"Sektor 9 Bintaro Jaya, Ciputat, Tangerang Selatan, Banten",3400000000.0,4.0,3.0,152.0,25185185.0,"3,400,000,000",Ciputat,Ciputat,Bintaro
"BSD, Tangerang Selatan, Banten",2300000000.0,4.0,3.0,120.0,10454545.0,"2,300,000,000",,,BSD
"Pondok Aren, Tangerang Selatan, Banten",3900000000.0,7.0,5.0,500.0,10893855.0,"3,900,000,000",Pondok Aren,Pondok Aren,
"Pamulang, Tangerang Selatan, Banten",1565000000.0,3.0,2.0,88.0,17584270.0,"1,565,000,000",Pamulang,,Pamulang
"Merpati, Ciputat, Tangerang Selatan, Banten",1650000000.0,5.0,3.0,110.0,19642857.0,"1,650,000,000",Ciputat,Ciputat,
"Pondok Aren, Tangerang Selatan, Banten",1100000000.0,2.0,1.0,60.0,15277778.0,"1,100,000,000",Pondok Aren,Pondok Aren,
"Cikini Bintaro, Bintaro, Tangerang Selatan, Banten",3400000000.0,3.0,2.0,140.0,22666667.0,"3,400,000,000",,Bintaro,Bintaro
"Gading Serpong Tangerang, Gading Serpong, Tangerang Selatan, Banten",1200000000.0,3.0,2.0,48.0,21052632.0,"1,200,000,000",Serpong,Serpong,Gading Serpong
"Serpong, Tangerang Selatan, Banten",14400000000.0,7.0,5.0,500.0,8000000.0,"14,400,000,000",Serpong,Serpong,Serpong
"Bintaro, Tangerang Selatan, Banten",825000000.0,2.0,2.0,50.0,11458333.0,"825,000,000",,Bintaro,Bintaro
"Pondok Aren, Tangerang Selatan, Banten",1450000000.0,4.0,3.0,123.0,16111111.0,"1,450,000,000",Pondok Aren,Pondok Aren,
"Bintaro, Tangerang Selatan, Banten",1150000000.0,2.0,1.0,41.0,15972222.0,"1,150,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",1200000000.0,2.0,1.0,41.0,16666667.0,"1,200,000,000",,Bintaro,Bintaro
"Gading Serpong Tangerang, Gading Serpong, Tangerang Selatan, Banten",950000000.0,3.0,2.0,60.0,23750000.0,"950,000,000",Serpong,Serpong,Gading Serpong
"BSD, Tangerang Selatan, Banten",2500000000.0,4.0,4.0,111.0,36764706.0,"2,500,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",4000000000.0,4.0,3.0,245.0,15094340.0,"4,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4200000000.0,6.0,4.0,144.0,22459893.0,"4,200,000,000",,Bintaro,Bintaro
"Ciputat, Tangerang Selatan, Banten",6000000000.0,5.0,3.0,120.0,26666667.0,"6,000,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",6850000000.0,5.0,4.0,288.0,30309735.0,"6,850,000,000",,Bintaro,Bintaro
"BSD, Tangerang Selatan, Banten",2550000000.0,3.0,2.0,92.0,20238095.0,"2,550,000,000",,,BSD
"Bintaro, Tangerang Selatan, Banten",2000000000.0,3.0,2.0,75.0,15267176.0,"2,000,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3500000000.0,4.0,4.0,250.0,13833992.0,"3,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3400000000.0,4.0,4.0,225.0,35789474.0,"3,400,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",11500000000.0,4.0,3.0,450.0,19166667.0,"11,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",3600000000.0,5.0,4.0,250.0,13090909.0,"3,600,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5500000000.0,4.0,3.0,203.0,17460317.0,"5,500,000,000",,Bintaro,Bintaro
"Discovery, Bintaro, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,80.0,28235294.0,"2,400,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",4700000000.0,5.0,4.0,250.0,26111111.0,"4,700,000,000",,Bintaro,Bintaro
"Jl. Jombang Raya Jombang, Ciputat, Ciputat, Tangerang Selatan, Banten",4000000000.0,5.0,3.0,400.0,11428571.0,"4,000,000,000",Ciputat,Ciputat,
"Bintaro, Tangerang Selatan, Banten",8500000000.0,5.0,4.0,310.0,35714286.0,"8,500,000,000",,Bintaro,Bintaro
"Bintaro, Tangerang Selatan, Banten",5700000000.0,4.0,3.0,160.0,31666667.0,"5,700,000,000",,Bintaro,Bintaro
"Medang, Kec. Pagedangan, BSD, Tangerang Selatan, Banten",2400000000.0,3.0,2.0,92.0,28571429.0,"2,400,000,000",,,BSD
"Jalan Raya Serpong, Serpong, Tangerang Selatan, Banten",1500000000.0,3.0,2.0,84.0,11029412.0,"1,500,000,000",Serpong,Serpong,Serpong
"Emerald, Bintaro, Tangerang Selatan, Banten",4000000000.0,5.0,4.0,140.0,22222222.0,"4,000,000,000",,Bintaro,Bintaro
"Jl Surya Kencana, Pamulang, Tangerang Selatan, Banten",620000000.0,2.0,1.0,50.0,8611111.0,"620,000,000",Pamulang,,Pamulang
"jl reni jaya dekat unpam lama, Pamulang, Tangerang Selatan, Banten",5000000.0,2.0,1.0,40.0,83333.0,"5,000,000",Pamulang,,Pamulang
"Jl.swadaya kedaung kecamatan pamulang, Pamulang, Tangerang Selatan, Banten",990000000.0,2.0,1.0,58.0,15000000.0,"990,000,000",Pamulang,,Pamulang
"Jl.raya Pagedangan bsd, BSD, Tangerang Selatan, Banten",1709000000.0,3.0,2.0,90.0,18780220.0,"1,709,000,000",,,BSD
"Jl.manunggal pondok aren bintaro, Pondok Aren, Tangerang Selatan, Banten",1515000000.0,3.0,2.0,63.0,14158879.0,"1,515,000,000",Pondok Aren,Pondok Aren,Bintaro
"Bintaro, Tangerang Selatan, Banten",1250000000.0,2.0,1.0,60.0,13888889.0,"1,250,000,000",,Bintaro,Bintaro
"Pondok Cabe, Ciputat, Tangerang Selatan, Banten",8199999999.999999,5.0,5.0,180.0,5466667.0,"8,200,000,000",Ciputat,Ciputat,
"De Park BSD, BSD, Tangerang Selatan, Banten",14500000000.0,5.0,5.0,318.0,38666667.0,"14,500,000,000",,,BSD
"Ciputat, Ciputat, Tangerang Selatan, Banten",800000000.0,2.0,2.0,40.0,12121212.0,"800,000,000",Ciputat,Ciputat,
"Matera Residences Gading Serpong BSD, Alam Sutera, Tangerang Selatan, Banten",5998800000.0,5.0,4.0,208.0,37029630.0,"5,998,800,000",Serpong,Serpong,BSD
"Matera Residences Gading Serpong BSD, Serpong Utara, Tangerang Selatan, Banten",5998800000.0,5.0,4.0,208.0,37029630.0,"5,998,800,000",Serpong,Serpong Utara,BSD
"BSD, Gading Serpong, Alam Sutera, BSD, Tangerang Selatan, Banten",2025000000.0,3.0,2.0,95.0,25312500.0,"2,025,000,000",Serpong,Serpong,BSD
"Bintaro, Tangerang Selatan, Banten",6750000000.0,5.0,3.0,300.0,9375000.0,"6,750,000,000",,Bintaro,Bintaro
